review_id,origin,expansion_state,country,relationship_kind,source,target,relationship_type,description_for_display_only,profile_proposal,profile_reason_code,profile_review_status,evidence_quote,evidence_url,evidence_flags
DE:K001,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Abfallwirtschaftsbetriebe Münster,AWM Münster – zirkulärer Büroumbau,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,"In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt",https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien,
DE:K002,baseline_264,proposed_removed,DE,AKTEUR-BAUVORHABEN,Berlin-Schildow Pilot,Claus Asam,Prüfung und Nachweis,Prüfung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,Gemeinsam mit Claus Asam vom IEMB hat Hervé Biele aus den Platten in der AEG-Halle drei Testbauten errichtet.,https://taz.de/Die-Wiedergeburt-der-Platte/!493469/,
DE:K005,baseline_264,proposed_removed,DE,AKTEUR-BAUVORHABEN,Claus Asam,Mehrow Pilot House,"Projektbeteiligung, Aufgabe unklar",Beteiligung; genaue Rolle noch offen.,Einzelfall / Vorhaben,actor_project_edge,ready,"sagt Dipl.-Ing. Claus Asam vom IEMB, der das Projekt leitete und maßgeblich mitinitiierte",https://www.baulinks.de/webplugin/2005/1177.php4,
DE:K009,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,CRCLR House,LXSY Architektur,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.,https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house,
DE:K010,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,ZRS Ingenieure,Impact Hub Berlin at CRCLR-House (Innenausbau),Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"polis AWARD 2023, 3rd prize, category „Ökologische Wirklichkeit"" for Impact Hub",https://www.zrs.berlin/en/project/crclr-house-2/,
DE:K014,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Impact Hub Berlin at CRCLR-House (Innenausbau),Die Zusammenarbeiter,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Christian Schöningh ist Teil der TRNSFRM eG und mit „Die Zusammenarbeiter"" einer der planenden Architekten vor Ort.",https://www.dbz.de/artikel/crclr-house-berlin-3945221.html,
DE:K015,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Impact Hub Berlin at CRCLR-House (Innenausbau),LXSY Architektur,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.,https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house,
DE:K016,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Plattenpalast Berlin,Wiewiorra Hopp Architekten,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Forschungsprojekt der TU Berlin unter der Leitung von Claus Asam vom IEMB in Zusammenarbeit mit dem Berliner Architekturbüro wiewiorra hopp architekten,https://wwstudio.de/projects/plattenpalst,
DE:K018,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Plattenvereinigung Berlin,TU Berlin Fachgebiet Bauphysik und Baukonstruktionen,Forschungsbegleitung,Forschungsbegleitung.,Einzelfall / Vorhaben,actor_project_edge,ready,The building was developed in partnership with the Chair of Building Physics and Building Constructions at TU Berlin.,https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung,
DE:K019,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Plattenvereinigung Berlin,Deutsche Bundesstiftung Umwelt (DBU),Förderung,Förderung.,Einzelfall / Vorhaben,actor_project_edge,ready,Plattenvereinigung wird durch die Deutsche Bundesstiftung Umwelt (DBU) als Projekt für „Berufsbildung und öffentlichen Diskurs zum Ressourcenschutz am Beispiel eines modellhaften mobilen Recyclinggebäudes,https://www.plattenvereinigung.de/project/,
DE:K020,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Plattenvereinigung Berlin,Bundeszentrale für politische Bildung (bpb),Förderung,Förderung.,Einzelfall / Vorhaben,actor_project_edge,ready,Das vielfältige Programm wurde ebenso von der Bundeszentrale für politische Bildung (bpb) gefördert.,https://www.plattenvereinigung.de/project/,
DE:K021,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Recyclinghaus Hannover,Gundlach GmbH & Co. KG Wohnungsunternehmen,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,"Bauherrin (Client): Gundlach GmbH & Co. KG Wohnungsunternehmen, Hannover",https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,
DE:K023,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Recyclinghaus Hannover,H2A,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"Bauphysik: H2A – v. Heeren Habibi Architekt und Ingenieur PartGmbB, Hannover",https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,
DE:K024,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Recyclinghaus Hannover,CITYFÖRSTER,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Architekten (Design): CITYFÖRSTER architecture + urbanism, Hannover, Architekt Dipl.-Ing. Nils Nolting",https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover,
DE:K025,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,Jugendtreff Ingersheim,Gemeinde Ingersheim,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,Bauherr: Gemeinde Ingersheim,https://klingelhoefer-kroetsch.de/projekte/jugendtreff-ingersheim/,
DE:K026,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,AWM Münster – zirkulärer Büroumbau,Urselmann Interior,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,"In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt",https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien,
DE:K027,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,AWM Münster – zirkulärer Büroumbau,Petra Jablonická,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Petra Jablonická (Architect) — 95,6% circular reconstruction of offices for AWM Münster","https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-",
DE:K029,baseline_264,retained,DE,AKTEUR-BAUVORHABEN,AWM Münster – zirkulärer Büroumbau,Concular,Reuse-Konzept,Beschaffte Reuse-Material.,Einzelfall / Vorhaben,actor_project_edge,ready,hat urselmann interior eng mit Concular zusammengearbeit – sowohl bei der Beschaffung der zirkulären Materialien als auch bei der Auswertung,https://concular.de/bueroetage-muenster/,
DE:K031,baseline_264,retained,DE,AKTEUR-AKTEUR,Circular Structural Design,Concular,Konsortialpartner,Entwickelten Matching-Algorithmen im Green-AI-Hub.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Together with its partner Circular Structural Design from Berlin, matching algorithms are being developed within the AI pilot project",https://www.green-ai-hub.de/en/pilot-projects/pilotproject-concular,
DE:K033,baseline_264,retained,DE,AKTEUR-AKTEUR,Professur Nachhaltiges Bauen / KIT,Baukreisel e.V.,Kooperationsvereinbarung,Starteten einen Ausbau-Stegreif am KIT.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Als freies Kollektiv für zirkuläres Bauen ruft der Baukreisel gemeinsam mit dem Lehrstuhl für Nachhaltiges Bauen am KIT einen Ausbau Stegreif aus.,https://nb.ieb.kit.edu/index.php/ausbau-stegreif-konrad-kocher-schule-kitzingen/,
DE:K034,baseline_264,retained,DE,AKTEUR-AKTEUR,Urban Mining Index,Lehrstuhl TEAMhillebrandt / Bergische Universität Wuppertal,Trägerschaft,Entwickelte zur Software.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Die Bergische Universität Wuppertal hat den „UMI"" zu einer anwenderfreundlichen Software weiterentwickelt und im Urban Solar Decathlon 2021 eingesetzt.",https://urban-mining-index.de/initiative/,
DE:K035,baseline_264,retained,DE,AKTEUR-AKTEUR,Concular,ALBA Berlin,Kooperationsvereinbarung,Betreiben Urban Mining Hub gemeinsam.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"ALBA Berlin versteht sich in diesem Projekt als einer dieser starken Partner, der neben der benötigten Fläche auch effektive Logistikdienstleistungen anbietet.",https://www.alba.info/unternehmen/newsroom/pressemitteilungen/detail/urban-mining-hub-berlin-gekommen-um-zu-bleiben/,
DE:K036,baseline_264,retained,DE,AKTEUR-AKTEUR,Concular,München Bauteilbörse (CirCoFin pilot),Betreiberschaft,Mitentwicklung.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Im Rahmen des europäischen CIRCOFIN-Projekts entwickelt Concular gemeinsam mit der Stadt München eine digitale und physische Bauteilbörse.,https://concular.de/regionale-knotenpunkte-fuer-ganz-deutschland/,
DE:K048,baseline_264,retained,DE,AKTEUR-AKTEUR,Historische Bauelemente (Marwitz),Unternehmerverband Historische Baustoffe e.V. (UHB),Konsortialpartner,Nimmt als Mitglied am UHB teil.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Historische Bauelemente - Olaf Elias e.K. ... Latest news about this member:,https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/elias/,
DE:K049,baseline_264,retained,DE,AKTEUR-AKTEUR,Historische Baustoffe Ostalb (Söhnstetten),Unternehmerverband Historische Baustoffe e.V. (UHB),Konsortialpartner,Nimmt als Mitglied am UHB teil.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Historische Baustoffe Ostalb ... Latest news about this member: ... Members from this region: Baden-Wuerttemberg,https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/hbostalb/,
DK:K001,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,Resource Rows,Lendager,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"In an intensive cooperation between the client and the team of Lendager Group, Resource Rows proves that ... upcycling ... is possible.",https://circularmaterialsystems.com/en/case/02_en_resource-rows/,
DK:K005,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,Svanen,Tscherning,Rückbau,Rückbau.,Einzelfall / Vorhaben,actor_project_edge,ready,"For entreprenoeren Tscherning har udfordringen vaeret, at man normalt kan nedrive meget med maskine",https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/,
DK:K008,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,Svanen,Lendager,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Architects: Lendager Arkitekter ApS / SWECO architects,https://www.troldtekt.com/references/children-and-youth/boernehuset-svanen,
DK:K010,baseline_264,retained,DK,AKTEUR-AKTEUR,Tscherning,GreenDozer ApS,"Zusammenarbeit, Art unklar",Vertieften ihre Zusammenarbeit.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,styrket samarbejdet med GreenDozer,https://regnskaber.cvrapi.dk/34487362/amNsb3VkczovLzAzL2RkL2MxLzBjLzRlLzM1ZjUtNDdiNy1hYzYxLTU3NjA1MzRmMDQxYg.pdf,
DK:K012,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,Thoravej 29 Copenhagen,DTU Byg – Sektion Materialer og Holdbarhed,Prüfung und Nachweis,Prüfung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,"A report from the Technical University of Denmark (DTU) on the Thoravej 29 project shows that compared to constructing an entirely new building, CO2 emissions",https://dac.dk/en/magazine/places/thoravej-29-what-can-be-reused-must-be-reused-376,
DK:K015,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,TRÆ High-Rise,a:gain,Bauteillieferung,Lieferte Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,Leverede produkter til TRÆ,https://www.again.dk/da/project-references/trae,
DK:K016,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,TRÆ High-Rise,DOVISTA / KRONE,Bauteillieferung,Lieferte Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,"KRONE supplied all the windows to the building, including the upcycled windows.",https://dovista.com/krone-brandcase,
DK:K017,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,TRÆ High-Rise,Artelia,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Artelia is the engineer on TRÆ.,https://www.arteliagroup.com/fr/project/trae-a-wooden-tower-at-the-highest-level/,
DK:K018,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,TRÆ High-Rise,Lendager,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"TRAE ... a 78-meter beacon of circular construction, showing that large-scale architecture can combine reused materials",https://lendager.com/project/trae,
DK:K019,baseline_264,retained,DK,AKTEUR-BAUVORHABEN,a:gain,Upcycle Studios Copenhag…,Bauteillieferung,Lieferte einen Viddø-Fensterprototyp.,Einzelfall / Vorhaben,actor_project_edge,ready,"In Upcycle Studios, 75% of the windows came from public housing in North Jutland",https://www.again.dk/project-references/upcycle-studios,
DK:K024,baseline_264,retained,DK,AKTEUR-AKTEUR,Circue,GreenDozer ApS,Kooperationsvereinbarung,Verknüpften mit Revit.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Den digitale materialebørs gør det muligt at eksportere genbrugsmaterialer fra markedspladser som Genbyg, J Jensen og Greendozer ind i Revit",https://www.strateginetvaerket.dk/case-circue-digital-platform-baner-vejen-for-cirkulaert-byggeri-og-baeredygtig-transformation/,
DK:K030,baseline_264,retained,DK,AKTEUR-AKTEUR,GreenDozer ApS,Kingo (Kingo Karlsen A/S),Konzernbindung,Investition.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden",https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer,
DK:K031,baseline_264,retained,DK,AKTEUR-AKTEUR,GreenDozer ApS,P. Olesen / PO Genbrug,Konzernbindung,Investition.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden",https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer,
FI:K001,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Härmälänranta,A-Kruunu,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,"The building was built by Skanska for the client, affordable rental housing company A-Kruunu",https://recreate-project.eu/tag/city-of-tampere/,
FI:K002,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Härmälänranta,Skanska Finland,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,"The building was built by Skanska for the client, affordable rental housing company A-Kruunu",https://recreate-project.eu/tag/city-of-tampere/,
FI:K003,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Härmälänranta,Consolis Parma,Aufarbeitung,Aufarbeitung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,were quality controlled and factory refurbished in Consolis Parma's factory in Kangasala,https://recreate-project.eu/tag/precast-concrete,
FI:K004,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Härmälänranta,Ramboll Finland,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,we at Ramboll developed designing the refurbishment of the reclaimed elements in collaboration with the factory,https://recreate-project.eu/tag/consolis-parma/,
FI:K007,baseline_264,retained,FI,AKTEUR-AKTEUR,Skanska Finland,Consolis Parma,Konsortialpartner,Arbeiteten im ReCreate-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.",https://recreate-project.eu/tag/precast-concrete,
FI:K009,baseline_264,retained,FI,AKTEUR-AKTEUR,Skanska Finland,Ramboll Finland,Konsortialpartner,Arbeiteten im ReCreate-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.",https://recreate-project.eu/tag/precast-concrete,
FI:K010,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Skanska Finland,Lokomotion Technology Center,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,"In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.",https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,
FI:K011,baseline_264,retained,FI,AKTEUR-AKTEUR,Skanska Finland,Tampereen kaupunki (City of Tampere),Konsortialpartner,Arbeiteten im ReCreate-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.",https://recreate-project.eu/tag/precast-concrete,
FI:K013,baseline_264,retained,FI,AKTEUR-AKTEUR,Consolis Parma,Ramboll Finland,Konsortialpartner,Bestimmte die Aufarbeitung Reuse-Bauteile.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Consolis Parma used Ramboll's help determine suitable refurbishment measures,https://recreate-project.eu/tag/consolis-parma/,
FI:K014,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Consolis Parma,Lokomotion Technology Center,Aufarbeitung,Aufarbeitung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,"In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.",https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,
FI:K015,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Consolis Parma,Melkinlaituri Primary School and Daycare Centre,Aufarbeitung,Aufarbeitung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,"Slabs were transported to Consolis Parma's Nummela factory, where the refurbishment of the elements could begin",https://recreate-project.eu/tag/consolis-parma/,
FI:K016,baseline_264,retained,FI,AKTEUR-AKTEUR,Consolis Parma,Peikko Finland,Konsortialpartner,Erprobten demontierbare Betonverbindungen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,We implemented a pilot project at the end of 2021...to prove that the connecting technology between load-bearing structures enables easy dismantling and reassembly.,https://www.peikko.com/blog/pilot-project-proves-that-the-dismount-and-reuse-of-concrete-elements-is-realistic-and-economical/,
FI:K017,baseline_264,retained,FI,AKTEUR-AKTEUR,Consolis Parma,Tampereen kaupunki (City of Tampere),Konsortialpartner,Arbeiteten im ReCreate-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.",https://recreate-project.eu/tag/precast-concrete,
FI:K021,baseline_264,retained,FI,AKTEUR-BAUVORHABEN,Ramboll Finland,Lokomotion Technology Center,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.",https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,
