claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP03-0046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259375,baukarussell,bt_wand,HAT_BAUTEILTYP,baukarussell -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baukarussell -HAT_BAUTEILTYP-> bt_wand (Wand); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259375
EP03-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142218,baumab_kassel,bt_dach,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> Dach,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumab_kassel -HAT_BAUTEILTYP-> bt_dach (Dach); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142218
EP03-0048,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827466,baumab_kassel,bt_fenster,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumab_kassel -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827466
EP03-0049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197962,baumab_kassel,bt_technik,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumab_kassel -HAT_BAUTEILTYP-> bt_technik (Technik); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197962
EP03-0050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512714,baumab_kassel,bt_tuer,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumab_kassel -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512714
EP03-0051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816159468,baumatpool_ch,bt_boden,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Boden,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_boden (Boden); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816159468
EP03-0052,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257215212,baumatpool_ch,bt_daemmung,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Daemmung,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_daemmung (Daemmung); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257215212
EP03-0053,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511956204,baumatpool_ch,bt_decke,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Decke,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_decke (Decke); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511956204
EP03-0054,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443529964,baumatpool_ch,bt_fassade,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443529964
EP03-0055,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070900460,baumatpool_ch,bt_fenster,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070900460
EP03-0056,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698270956,baumatpool_ch,bt_technik,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_technik (Technik); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698270956
EP03-0057,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325641452,baumatpool_ch,bt_traeger,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Traeger,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_traeger (Traeger); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325641452
EP03-0058,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884585708,baumatpool_ch,bt_tuer,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884585708
EP03-0059,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629844716,baumatpool_ch,bt_wand,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge baumatpool_ch -HAT_BAUTEILTYP-> bt_wand (Wand); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629844716
EP03-0060,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231889,bauteilboerse_basel_overall,bt_ausbau,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231889
EP03-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861393,bauteilboerse_basel_overall,bt_boden,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Boden,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_boden (Boden); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861393
EP03-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511972881,bauteilboerse_basel_overall,bt_dach,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Dach,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0181; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511972881
EP03-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287633,bauteilboerse_basel_overall,bt_decke,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Decke,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0182; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287633
EP03-0064,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176145,bauteilboerse_basel_overall,bt_fenster,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176145
EP03-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325658129,bauteilboerse_basel_overall,bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Gelaender,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0183; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325658129
EP03-0066,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546641,bauteilboerse_basel_overall,bt_technik,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_technik (Technik); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546641
EP03-0067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139343377,bauteilboerse_basel_overall,bt_traeger,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Traeger,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0184; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139343377
EP03-0068,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917137,bauteilboerse_basel_overall,bt_tuer,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Tuer,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0185; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917137
EP03-0069,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602385,bauteilboerse_basel_overall,bt_wand,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Wand,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0186; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602385
EP03-0070,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574181,bauteilboerse_bremen,bt_ausbau,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Ausbau,web,https://www.bauteilboerse-bremen.de/start,true,200,PROVEN,belegt,Catalogue evidence includes fit-out/hardware/interior components.,ADD_SOURCE,EP-03,R07:R07-0069; bauteilboersen_enrichment_json; Ausbau; review_run=remediation_r07_2026_06_06,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574181
EP03-0071,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888933,bauteilboerse_bremen,bt_fassade,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Fassade,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,teilweise_belegt,empty quote or page,RESOURCE,EP-03,R07:R07-0187; page fetched but quote weak; actor_node_source_urls,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888933
EP03-0072,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833189,bauteilboerse_bremen,bt_fenster,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Fenster,web,https://www.bauteilboerse-bremen.de/katalog,true,200,PROVEN,belegt,Catalogue category / product evidence includes windows.,ADD_SOURCE,EP-03,R07:R07-0070; bauteilboersen_enrichment_json; Fenster; review_run=remediation_r07_2026_06_06,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833189
EP03-0073,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259429,bauteilboerse_bremen,bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Gelaender,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,teilweise_belegt,page fetched (R07 cache) but no verbatim edge-level quote retained,RESOURCE,EP-03,R07:R07-0071; page fetched but quote weak; bauteilboersen_enrichment_json,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259429
EP03-0074,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147941,bauteilboerse_bremen,bt_technik,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Technik,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,teilweise_belegt,page fetched (R07 cache) but no verbatim edge-level quote retained,RESOURCE,EP-03,R07:R07-0072; page fetched but quote weak; bauteilboersen_enrichment_json,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147941
EP03-0075,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203685,bauteilboerse_bremen,bt_treppe,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Treppe,web,https://www.bauteilboerse-bremen.de/katalog,true,200,PROVEN,belegt,Catalogue evidence includes stairs.,ADD_SOURCE,EP-03,R07:R07-0073; bauteilboersen_enrichment_json; Treppe; review_run=remediation_r07_2026_06_06,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203685
EP03-0076,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518437,bauteilboerse_bremen,bt_tuer,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Tuer,web,https://www.bremen.de/visitenkarte/bauteilboerse-bremen-344897,true,403,PROVEN,belegt,Dedicated doors catalogue page.,ADD_SOURCE,EP-03,R07:R07-0074; bauteilboersen_enrichment_json; token_hits=1/4 sample=['page']; review_run=remediation_r07_2026_06_06,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518437
EP03-0077,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197950,bauteilkatalog_immobilien_basel_stadt,bt_daemmung,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Daemmung,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_daemmung (Daemmung); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197950
EP03-0078,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512702,bauteilkatalog_immobilien_basel_stadt,bt_decke,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Decke,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_decke (Decke); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512702
EP03-0079,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070883198,bauteilkatalog_immobilien_basel_stadt,bt_fassade,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070883198
EP03-0080,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142206,bauteilkatalog_immobilien_basel_stadt,bt_fenster,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142206
EP03-0081,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698253694,bauteilkatalog_immobilien_basel_stadt,bt_gelaender,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Gelaender,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_gelaender (Gelaender); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698253694
EP03-0082,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:60,bauteilkatalog_immobilien_basel_stadt,bt_stuetze,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> Stuetze,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_stuetze (Stuetze); domain Akteur valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:60
